"mls_number"	"property_type"	"air_conditioning"	"appartment_bi"	"patio_bi"	"school_high"	"school_junior"	"school_middle"	"school_general"	"photo_count"	"pool_bi"	"rear_yard_access_bi"	"roof_type"	"roof_type_shingle_bi"	"gas_type"	"out_building_livable_bi"	"out_building_not_livable_bi"	"living_area"	"land_acres"	"appliances_included_bi"	"garage_bi"	"condition"	"energy_efficient_bi"	"exterior_type"	"exterior_features"	"fire_place_bi"	"foundation_type"	"total_area"	"beds_total"	"bath_full"	"bath_half"	"age"	"days_on_market"	"sold_price"	"sold_date"	"sewer_type"	"spa_location"	"stories"	"property_style"	"city_limit_bi"	"subdivision_bi"	"tennis_court_bi"	"termite_contract"	"water_type"	"waterfront_bi"	"post_corona_bi"	"corona_crisis"
"BY108779"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	2154	1.13000750187547	1	1	"Other"	1	"other"	"fence"	1	"slab"	2954	3	2	1	31	0	166000	40865	"city"	"None"	1	"Contemporary"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108778"	"SGL"	"central"	0	1	0	0	0	0	1	1	0	"other"	0	"Natural"	0	0	2811	1.13000750187547	1	1	"Other"	0	"other"	"none"	1	"slab"	3663	4	2	2	31	124	285000	40984	"city"	"None"	1.5	"Traditional"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108776"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1269	1.13000750187547	1	1	"Other"	1	"other"	"none"	0	"slab"	1690	3	2	0	34	127	169400	40991	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108772"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1700	1.13000750187547	0	1	"Other"	1	"other"	"fence"	0	"raised"	3072	3	2	0	36	107	125000	40970	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	1	0	"pre"
"BY108769"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1252	1.13000750187547	1	1	"Other"	1	"other"	"fence"	1	"slab"	2025	3	1	0	39	4	140000	40861	"other"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108766"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1554	1.13000750187547	1	1	"Vrgd"	1	"vinyl"	"fence"	0	"other"	2170	3	2	0	39	131	108000	40994	"other"	"None"	1	"Not Specific"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108764"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1977	1.13000750187547	1	1	"Other"	1	"other"	"fence"	0	"slab"	2947	3	2	0	38	130	136000	40990	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108763"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1575	1.13000750187547	1	1	"Other"	1	"other"	"fence"	0	"slab"	2410	3	2	0	38	105	169900	40966	"city"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108762"	"SGL"	"central"	0	0	0	0	0	0	1	1	0	"other"	0	"Natural"	0	0	1372	1.13000750187547	1	1	"Other"	1	"vinyl"	"fence"	0	"slab"	1678	3	2	0	37	185	168000	40983	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108761"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1848	1.13000750187547	1	1	"Other"	1	"other"	"none"	1	"slab"	2728	3	2	0	34	1	259000	40862	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108760"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1612	1.13000750187547	1	1	"Other"	1	"wood"	"fence"	0	"slab"	2188	3	2	0	30	84	128000	40945	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108758"	"SGL"	"not_central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1601	1.13000750187547	1	1	"Other"	0	"other"	"fence"	1	"slab"	2262	3	2	1	33	88	59900	40948	"city"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108754"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	811	1.13000750187547	0	1	"Vrgd"	1	"vinyl"	"fence"	0	"other"	1294	2	1	0	32	35	79400	40892	"septic"	"None"	1	"French Country"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108751"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1285	1.13000750187547	1	0	"Other"	1	"other"	"fence"	0	"slab"	2188	4	1	1	38	91	39900	40949	"city"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108748"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1466	1.13000750187547	1	1	"Vrgd"	1	"other"	"fence"	1	"slab"	2340	3	2	0	32	85	184200	40942	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108742"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	1	1568	1.13000750187547	1	0	"Other"	0	"vinyl"	"none"	1	"raised"	1940	3	2	0	36	141	94900	40997	"city"	"None"	1	"Not Specific"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108740"	"TNH"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	620	1.13000750187547	0	0	"Other"	1	"other"	"none"	0	"slab"	620	1	1	0	32	77	45000	40932	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108738"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1209	1.13000750187547	1	1	"Other"	1	"other"	"none"	0	"slab"	2177	3	1	0	32	111	113000	40966	"other"	"None"	1	"Ranch"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108733"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1235	1.13000750187547	1	1	"Other"	1	"other"	"none"	0	"slab"	1530	3	2	0	36	38	144950	40855	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108732"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	2040	1.13000750187547	1	1	"Other"	1	"other"	"fence"	1	"slab"	2559	3	2	0	30	70	252000	40921	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108730"	"SGL"	"not_central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1190	1.13000750187547	1	1	"Other"	0	"other"	"fence"	0	"slab"	1852	3	1	1	40	59	74000	40913	"septic"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108726"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1890	1.13000750187547	1	1	"Other"	1	"other"	"fence"	1	"slab"	3792	3	2	0	38	126	84000	40980	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108713"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1326	1.13000750187547	1	1	"Vrgd"	1	"wood"	"fence"	0	"slab"	1734	3	2	0	34	81	144500	40933	"city"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108707"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	900	1.13000750187547	1	0	"Other"	1	"vinyl"	"none"	0	"other"	1512	2	2	0	37	165	55000	41019	"other"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108703"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1180	1.13000750187547	1	1	"Other"	1	"vinyl"	"none"	0	"slab"	1642	3	2	0	39	47	154500	40896	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108702"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1180	1.13000750187547	1	1	"Other"	1	"vinyl"	"none"	0	"slab"	1642	3	2	0	35	119	152500	40970	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108695"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"shingle"	1	"None"	0	0	1696	1.13000750187547	1	1	"Other"	1	"other"	"fence"	0	"slab"	2004	3	2	0	34	43	155000	40892	"city"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108692"	"SGL"	"central"	0	1	0	0	0	0	1	1	0	"other"	0	"None"	0	0	1457	1.13000750187547	1	1	"Vrgd"	0	"vinyl"	"fence"	1	"slab"	2039	3	2	0	30	0	174000	40847	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	1	0	"pre"
"BY108691"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1420	1.13000750187547	1	1	"Other"	0	"wood"	"none"	0	"other"	2265	3	1	0	32	185	97000	41039	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108686"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1645	1.13000750187547	1	1	"Vrgd"	0	"other"	"fence"	1	"slab"	2181	3	2	0	30	72	209000	40920	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108685"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	950	1.13000750187547	0	0	"Other"	0	"vinyl"	"none"	0	"raised"	950	2	2	0	33	76	13000	40921	"other"	"None"	1	"Mobile Home"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108681"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"shingle"	1	"Natural"	0	0	2268	1.13000750187547	1	0	"Vrgd"	1	"vinyl"	"fence"	1	"slab"	2610	3	2	0	38	39	175500	40885	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108663"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1510	1.13000750187547	1	1	"Other"	0	"vinyl"	"fence"	0	"slab"	2110	3	2	0	33	56	185000	40899	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108661"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1266	1.13000750187547	1	1	"Other"	1	"vinyl"	"none"	0	"slab"	1714	3	2	0	37	236	169000	41085	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108656"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1431	1.13000750187547	1	0	"Other"	1	"vinyl"	"none"	0	"raised"	1431	3	2	0	30	49	10487	40896	"septic"	"None"	1	"Mobile Home"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108631"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"shingle"	1	"Natural"	0	0	1321	1.13000750187547	1	1	"Other"	1	"other"	"fence"	0	"slab"	1697	3	1	0	32	192	129900	41037	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108630"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	2239	1.13000750187547	1	0	"Vrgd"	1	"other"	"fence"	0	"slab"	2324	3	2	0	38	91	180000	40938	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108628"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	1	1707	1.13000750187547	1	1	"Vrgd"	1	"other"	"fence"	1	"slab"	2115	3	2	0	35	131	187500	40973	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108626"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1403	1.13000750187547	1	1	"Other"	1	"vinyl"	"fence"	1	"slab"	2116	2	2	0	30	118	245500	40889	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108625"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1346	1.13000750187547	0	0	"Other"	1	"vinyl"	"fence"	0	"raised"	1346	3	2	0	37	73	43000	40918	"city"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108624"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1197	1.13000750187547	1	1	"Other"	1	"other"	"fence"	0	"raised"	1857	2	1	0	38	220	90000	41066	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108621"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	734	1.13000750187547	1	0	"Other"	1	"other"	"none"	0	"other"	994	2	1	0	35	215	42500	41060	"other"	"None"	1	"French Country"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108619"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1752	1.13000750187547	1	1	"Vrgd"	0	"vinyl"	"fence"	1	"slab"	2305	3	2	0	36	38	236000	40843	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108618"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1376	1.13000750187547	1	1	"Other"	1	"vinyl"	"fence"	0	"slab"	2802	3	2	0	34	31	172000	40844	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108616"	"SGL"	"not_central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1350	1.13000750187547	1	1	"Vrgd"	0	"vinyl"	"none"	0	"slab"	1800	3	2	0	30	108	129900	40955	"other"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108615"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1550	1.13000750187547	1	1	"Vrgd"	1	"vinyl"	"fence"	0	"slab"	2252	3	2	0	34	72	180000	40913	"other"	"None"	1	"Ranch"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108614"	"SGL"	"central"	0	0	0	0	0	0	1	1	0	"other"	0	"Natural"	0	0	1824	1.13000750187547	1	1	"Other"	1	"vinyl"	"fence"	1	"slab"	2827	3	3	0	35	70	133500	40914	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108612"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"shingle"	1	"Natural"	0	0	1815	1.13000750187547	1	1	"Vrgd"	1	"vinyl"	"fence"	1	"slab"	3237	3	2	0	31	43	229000	40886	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108611"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"metal"	0	"None"	0	0	940	1.13000750187547	0	0	"Other"	0	"wood"	"none"	0	"raised"	989	2	1	0	33	181	29555	41025	"city"	"None"	1	"Acadian"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108610"	"SGL"	"central"	0	1	0	0	0	0	1	1	0	"other"	0	"Natural"	0	0	1718	1.13000750187547	1	0	"Other"	0	"wood"	"none"	0	"slab"	2473	3	2	0	39	133	159000	40976	"septic"	"None"	1	"Traditional"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108606"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1225	1.13000750187547	1	0	"Other"	0	"other"	"fence"	0	"slab"	1933	4	2	0	32	44	52199	40885	"city"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108603"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1980	1.13000750187547	1	0	"Other"	1	"vinyl"	"none"	1	"other"	1980	3	2	0	36	56	61888	40898	"other"	"None"	1	"Mobile Home"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108602"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	2017	1.13000750187547	1	0	"Other"	1	"vinyl"	"none"	1	"other"	2433	4	2	0	35	196	56500	41037	"other"	"None"	1	"Mobile Home"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108600"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1263	1.13000750187547	1	1	"Other"	1	"other"	"none"	0	"slab"	1921	3	2	0	35	231	168000	41073	"other"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108598"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"metal"	0	"Natural"	0	0	1280	1.13000750187547	1	0	"Other"	0	"other"	"none"	0	"raised"	1472	4	2	0	34	125	35000	40963	"city"	"None"	1	"Mobile Home"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108596"	"SGL"	"not_central"	0	0	0	0	0	0	1	0	0	"metal"	0	"Natural"	0	0	1133	1.13000750187547	0	1	"Other"	0	"vinyl"	"fence"	0	"raised"	1539	3	1	0	36	55	46500	40897	"city"	"None"	1	"Ranch"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108595"	"SGL"	"central"	0	1	0	0	0	0	1	1	0	"other"	0	"Natural"	0	0	2362	1.13000750187547	1	1	"Other"	1	"vinyl"	"none"	1	"slab"	3942	4	2	1	40	85	175000	40925	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108591"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	2518	1.13000750187547	1	1	"Other"	1	"vinyl"	"fence"	1	"slab"	3976	3	2	0	34	202	46500	41038	"city"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108588"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1639	1.13000750187547	1	1	"Other"	1	"other"	"none"	1	"slab"	2573	2	2	0	38	82	204000	40911	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108587"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1449	1.13000750187547	1	0	"Other"	1	"other"	"none"	0	"slab"	2078	3	2	0	38	48	187900	40883	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108581"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1354	1.13000750187547	1	1	"Vrgd"	1	"vinyl"	"fence"	0	"slab"	2179	3	2	0	35	236	116000	41075	"other"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108578"	"SGL"	"not_central"	0	0	0	0	0	0	1	0	0	"metal"	0	"Natural"	0	0	900	1.13000750187547	0	0	"Vrgd"	1	"vinyl"	"none"	0	"raised"	1160	3	1	0	36	111	30000	40952	"other"	"None"	1	"Ranch"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108574"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1547	1.13000750187547	1	0	"Other"	0	"vinyl"	"fence"	0	"raised"	3083	3	2	0	33	52	209900	40891	"septic"	"None"	1	"Acadian"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108567"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"metal"	0	"None"	0	0	1248	1.13000750187547	0	1	"Vrgd"	0	"metal"	"none"	0	"raised"	1566	3	1	0	40	145	72000	40975	"septic"	"None"	1	"Traditional"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108566"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1413	1.13000750187547	1	1	"Other"	1	"other"	"none"	0	"slab"	2202	3	2	0	35	77	179900	40906	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108565"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1702	1.13000750187547	0	1	"Other"	1	"other"	"none"	0	"slab"	2339	3	2	0	40	113	238000	40938	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108561"	"SGL"	"not_central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	2302	1.13000750187547	1	1	"Other"	0	"vinyl"	"fence"	1	"slab"	2728	4	2	0	36	186	290000	41012	"other"	"None"	1	"Contemporary"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108559"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1725	1.13000750187547	1	1	"Vrgd"	1	"other"	"fence"	1	"slab"	2435	3	2	0	33	135	244000	40970	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108558"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1832	1.13000750187547	0	1	"Vrgd"	1	"other"	"none"	0	"slab"	2405	3	2	0	30	85	150000	40836	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108556"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1324	1.13000750187547	1	1	"Vrgd"	1	"vinyl"	"fence"	0	"slab"	1871	3	2	0	34	218	110000	41052	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108554"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1078	1.13000750187547	0	1	"Other"	1	"wood"	"fence"	0	"raised"	1484	3	1	0	36	68	90000	40905	"city"	"None"	1	"Cottage"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108553"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"shingle"	1	"Natural"	0	0	2294	1.13000750187547	1	1	"Vrgd"	1	"other"	"fence"	1	"slab"	3179	3	2	0	34	224	208000	41059	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108549"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1750	1.13000750187547	1	1	"Other"	0	"other"	"fence"	0	"slab"	2668	3	2	0	34	57	235000	40891	"other"	"None"	1	"Acadian"	1	1	0	"Unknown"	"Other"	1	0	"pre"
"BY108545"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	1632	1.13000750187547	1	1	"Vrgd"	1	"other"	"none"	0	"raised"	3147	3	2	0	36	234	145000	41061	"septic"	"None"	1	"Traditional"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108544"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	2130	1.13000750187547	1	1	"Vrgd"	1	"wood"	"none"	0	"slab"	3294	4	2	0	39	102	128000	40935	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108537"	"SGL"	"central"	0	0	0	0	0	0	1	1	0	"other"	0	"Natural"	0	0	1106	1.13000750187547	1	0	"Vrgd"	1	"other"	"fence"	0	"slab"	1305	3	1	0	30	1	130000	40833	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108533"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1249	1.13000750187547	1	1	"Other"	0	"vinyl"	"none"	0	"slab"	1713	3	2	0	34	163	136000	40991	"city"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108530"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1252	1.13000750187547	0	0	"Vrgd"	0	"other"	"fence"	1	"slab"	1704	2	1	0	33	112	104000	40942	"other"	"None"	1	"Traditional"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108528"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"metal"	0	"Natural"	0	0	1742	1.13000750187547	0	0	"Other"	0	"other"	"fence"	1	"other"	2547	3	2	0	35	71	65000	40904	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108524"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	1	1040	1.13000750187547	1	1	"Other"	1	"other"	"fence"	0	"raised"	1184	3	1	0	40	175	80000	40998	"city"	"None"	1	"Traditional"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108523"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	960	1.13000750187547	1	0	"Vrgd"	0	"wood"	"none"	0	"other"	1252	2	1	0	34	102	90000	40933	"septic"	"None"	1	"Traditional"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108522"	"SGL"	"central"	0	0	0	0	0	0	1	1	0	"other"	0	"Natural"	0	1	1353	1.13000750187547	1	1	"Other"	0	"other"	"fence"	0	"slab"	1982	3	2	0	39	117	115000	40945	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108515"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1123	1.13000750187547	1	1	"Other"	0	"vinyl"	"none"	0	"slab"	1411	3	2	0	33	131	149000	40827	"other"	"None"	1	"Traditional"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108506"	"SGL"	"not_central"	0	0	0	0	0	0	1	0	0	"metal"	0	"Natural"	0	0	1000	1.13000750187547	1	0	"Other"	0	"wood"	"none"	0	"raised"	1000	3	2	0	34	162	30000	40988	"city"	"None"	1	"Traditional"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108505"	"SGL"	"central"	0	1	0	0	0	0	1	0	0	"other"	0	"Natural"	0	0	3072	1.13000750187547	1	1	"Other"	1	"vinyl"	"fence"	1	"other"	4284	4	3	1	35	184	270000	41010	"other"	"None"	1.5	"Acadian"	1	0	0	"Unknown"	"Other"	0	0	"pre"
"BY108502"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	400	1.13000750187547	0	0	"Vrgd"	0	"wood"	"none"	0	"raised"	500	1	1	0	33	50	40000	40876	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108494"	"SGL"	"central"	0	0	0	0	0	0	1	0	0	"other"	0	"None"	0	0	1835	1.13000750187547	1	1	"Other"	1	"other"	"fence"	0	"slab"	2388	4	2	0	40	158	133500	40977	"city"	"None"	1	"Ranch"	1	1	0	"Unknown"	"Other"	0	0	"pre"
"BY108491"	"SGL"	"not_central"	0	0	0	0	0	0	1	0	0	"metal"	0	"None"	0	0	685	1.13000750187547	1	0	"Other"	1	"wood"	"fence"	0	"raised"	685	1	1	0	34	41	55000	40864	"city"	"None"	1	"French Country"	1	0	0	"Unknown"	"Other"	0	0	"pre"
